---,Actor,Location,Rotation,Scale,Meshes
Row_2089,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-368259.114731,Y=277394.346777,Z=5160.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2090,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-368259.114731,Y=277394.346777,Z=3960.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2091,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367646.279177,Y=276880.116689,Z=6360.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2092,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367646.279177,Y=276880.116689,Z=7560.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2093,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367646.279177,Y=276880.116689,Z=5160.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2094,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367646.279177,Y=276880.116689,Z=3960.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2095,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367033.443623,Y=276365.886601,Z=6360.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2096,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367033.443623,Y=276365.886601,Z=7560.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2097,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367033.443623,Y=276365.886601,Z=5160.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2098,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367033.443623,Y=276365.886601,Z=3960.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2099,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-366382.305846,Y=275819.517133,Z=6360.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2100,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-366382.305846,Y=275819.517133,Z=7560.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2101,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-366382.305846,Y=275819.517133,Z=5160.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2102,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-366382.305846,Y=275819.517133,Z=3960.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2103,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-365769.470292,Y=275305.287045,Z=6360.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2104,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-365769.470292,Y=275305.287045,Z=7560.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2105,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-365769.470292,Y=275305.287045,Z=5160.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2106,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-365769.470292,Y=275305.287045,Z=3960.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Column_05.SM_pal_b00_grass_Lodenfel_Column_05'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Column_02""')))"
Row_2107,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-368495.908976,Y=277728.563602,Z=8755.009101)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_01.SM_pal_b00_grass_Lodenfel_Arch_Top_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Arch_01""')))"
Row_2108,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-368624.466502,Y=277575.354717,Z=8755.009101)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_01.SM_pal_b00_grass_Lodenfel_Arch_Top_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Arch_01""')))"
Row_2109,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-368559.082264,Y=277653.276613,Z=8755.009102)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_04.SM_pal_b00_grass_Lodenfel_Arch_Top_04'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Trim_07""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Battlement_01""')))"
Row_2110,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367883.073430,Y=277214.333503,Z=8755.009101)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_01.SM_pal_b00_grass_Lodenfel_Arch_Top_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Arch_01""')))"
Row_2111,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-368011.630956,Y=277061.124618,Z=8755.009101)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_01.SM_pal_b00_grass_Lodenfel_Arch_Top_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Arch_01""')))"
Row_2112,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367946.246718,Y=277139.046514,Z=8755.009102)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_04.SM_pal_b00_grass_Lodenfel_Arch_Top_04'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Trim_07""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Battlement_01""')))"
Row_2113,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367270.237884,Y=276700.103405,Z=8755.009101)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_01.SM_pal_b00_grass_Lodenfel_Arch_Top_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Arch_01""')))"
Row_2114,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367398.795410,Y=276546.894520,Z=8755.009101)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_01.SM_pal_b00_grass_Lodenfel_Arch_Top_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Arch_01""')))"
Row_2115,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367333.411172,Y=276624.816416,Z=8755.009102)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_04.SM_pal_b00_grass_Lodenfel_Arch_Top_04'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Trim_07""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Battlement_01""')))"
Row_2116,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-366657.402338,Y=276185.873307,Z=8755.009101)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_01.SM_pal_b00_grass_Lodenfel_Arch_Top_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Arch_01""')))"
Row_2117,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-366785.959864,Y=276032.664422,Z=8755.009101)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_01.SM_pal_b00_grass_Lodenfel_Arch_Top_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Arch_01""')))"
Row_2118,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-366720.575626,Y=276110.586318,Z=8755.009102)","(Pitch=0.000000,Yaw=139.999999,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/Arches/SM_pal_b00_grass_Lodenfel_Arch_Top_04.SM_pal_b00_grass_Lodenfel_Arch_Top_04'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Trim_07""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Battlement_01""')))"
Row_2119,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-366412.902915,Y=275783.052965,Z=8760.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Columns/SM_pal_b00_grass_Lodenfel_Brick_Column_07.SM_pal_b00_grass_Lodenfel_Brick_Column_07'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""')))"
Row_2120,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-365988.538289,Y=275881.490793,Z=9400.000000)","(Pitch=0.000000,Yaw=-40.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/SM_pal_b00_grass_Lodenfel_Ceiling_Flat_Large_01.SM_pal_b00_grass_Lodenfel_Ceiling_Flat_Large_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""')))"
Row_2121,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-366601.373844,Y=276395.720880,Z=9400.000000)","(Pitch=0.000000,Yaw=-40.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/SM_pal_b00_grass_Lodenfel_Ceiling_Flat_Large_01.SM_pal_b00_grass_Lodenfel_Ceiling_Flat_Large_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""')))"
Row_2122,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367214.209399,Y=276909.950968,Z=9400.000000)","(Pitch=0.000000,Yaw=-40.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/SM_pal_b00_grass_Lodenfel_Ceiling_Flat_Large_01.SM_pal_b00_grass_Lodenfel_Ceiling_Flat_Large_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""')))"
Row_2123,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-367827.044953,Y=277424.181056,Z=9400.000000)","(Pitch=0.000000,Yaw=-40.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/SM_pal_b00_grass_Lodenfel_Ceiling_Flat_Large_01.SM_pal_b00_grass_Lodenfel_Ceiling_Flat_Large_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""')))"
Row_2124,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-368439.880508,Y=277938.411143,Z=9400.000000)","(Pitch=0.000000,Yaw=-40.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/Lordenfel/Meshes/Architecture/Walls/SM_pal_b00_grass_Lodenfel_Ceiling_Flat_Large_01.SM_pal_b00_grass_Lodenfel_Ceiling_Flat_Large_01'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/Lordenfel/Materials/MI_pal_b00_Lordenfel_Wall_01""')))"
Row_2125,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-365669.990121,Y=276972.810340,Z=8953.825530)","(Pitch=0.000000,Yaw=-117.831243,Roll=0.000000)","(X=4.163383,Y=4.163383,Z=4.163383)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/NatureCaveCliff/Mesh/SM_pal_b00_BigStone_NatureCaveCliff_01_B.SM_pal_b00_BigStone_NatureCaveCliff_01_B'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/NatureCaveCliff/Materials/M_SM_MERGED_StaticMeshActor_33""')))"
Row_2126,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-365169.490509,Y=278744.025198,Z=8953.825530)","(Pitch=0.000000,Yaw=-27.831244,Roll=0.000000)","(X=4.163383,Y=4.163383,Z=4.163383)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/NatureCaveCliff/Mesh/SM_pal_b00_BigStone_NatureCaveCliff_01_B.SM_pal_b00_BigStone_NatureCaveCliff_01_B'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/NatureCaveCliff/Materials/M_SM_MERGED_StaticMeshActor_33""')))"
